מוסד,רשות,סוג פיקוח,מחוז,מגזר,מפקח,מנהל,כיתה,מקבילה,סוג חינוך כיתה,פוטנציאל תלמידים,קורסים שנפתחו,תלמידים רשומים לקורס,אחוז תלמידים רשומים לקורס,תלמידים שנכנסו לקורס,אחוז תלמידים שנכנסו לקורס,תלמידים שביצעו משימה אחת לפחות,אחוז תלמידים שביצעו משימה אחת לפחות
160259- ליבי,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,ענבל ישראלי,ז,1,רגיל,21,1,19,90%,14,67%,12,57%
160416- רעות קהילה דתית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עמיעד יעקב מלצר,ז,4,רגיל,27,1,27,100%,27,100%,27,100%
160416- רעות קהילה דתית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עמיעד יעקב מלצר,ז,5,רגיל,27,1,26,96%,25,93%,25,93%
160416- רעות קהילה דתית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עמיעד יעקב מלצר,ז,1,רגיל,23,1,23,100%,20,87%,19,83%
160416- רעות קהילה דתית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עמיעד יעקב מלצר,ז,3,רגיל,22,1,22,100%,18,82%,16,73%
160416- רעות קהילה דתית,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,עמיעד יעקב מלצר,ז,2,מיוחד,9,1,2,22%,2,22%,2,22%
160432- ברנקו וייס מקיף בית שמש,בית שמש,ממלכתי,ירושלים,יהודי,ציפי יעקב,שמעון ויס,ז,7,רגיל,32,1,32,100%,32,100%,32,100%
160432- ברנקו וייס מקיף בית שמש,בית שמש,ממלכתי,ירושלים,יהודי,ציפי יעקב,שמעון ויס,ז,1,רגיל,29,1,29,100%,27,93%,27,93%
160432- ברנקו וייס מקיף בית שמש,בית שמש,ממלכתי,ירושלים,יהודי,ציפי יעקב,שמעון ויס,ז,4,רגיל,30,1,30,100%,26,87%,25,83%
160432- ברנקו וייס מקיף בית שמש,בית שמש,ממלכתי,ירושלים,יהודי,ציפי יעקב,שמעון ויס,ז,6,רגיל,28,1,27,96%,24,86%,24,86%
160432- ברנקו וייס מקיף בית שמש,בית שמש,ממלכתי,ירושלים,יהודי,ציפי יעקב,שמעון ויס,ז,5,רגיל,29,1,29,100%,21,72%,19,66%
160473- אלוואדי למצוינות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עבדלרחמן אחסין,ז,1,רגיל,29,1,24,83%,23,79%,22,76%
160473- אלוואדי למצוינות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עבדלרחמן אחסין,ז,3,רגיל,27,1,18,67%,15,56%,15,56%
160473- אלוואדי למצוינות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,עבדלרחמן אחסין,ז,2,רגיל,27,1,12,44%,7,26%,6,22%
"160549- אמי""ת איתן",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה אליהו דהן,ז,3,רגיל,24,1,24,100%,21,88%,19,79%
"160549- אמי""ת איתן",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה אליהו דהן,ז,1,רגיל,24,1,24,100%,16,67%,8,33%
"160549- אמי""ת איתן",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה אליהו דהן,ז,4,רגיל,25,1,25,100%,13,52%,10,40%
"160549- אמי""ת איתן",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,שלמה אליהו דהן,ז,2,מיוחד,12,1,12,100%,0,0%,0,0%
160598- ארץ הצבי,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,יוסף איזמן,ז,1,רגיל,24,1,6,25%,4,17%,4,17%
"165852- ישיבת בנ""ע לפיד מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,שמואל חיים רוזנבלום,ז,7,רגיל,28,1,28,100%,27,96%,26,93%
"165852- ישיבת בנ""ע לפיד מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,שמואל חיים רוזנבלום,ז,3,רגיל,35,1,35,100%,33,94%,33,94%
"165852- ישיבת בנ""ע לפיד מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,שמואל חיים רוזנבלום,ז,5,רגיל,31,1,31,100%,29,94%,29,94%
"165852- ישיבת בנ""ע לפיד מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,שמואל חיים רוזנבלום,ז,4,רגיל,29,1,29,100%,27,93%,27,93%
"165852- ישיבת בנ""ע לפיד מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,שמואל חיים רוזנבלום,ז,1,רגיל,34,1,34,100%,30,88%,28,82%
"165852- ישיבת בנ""ע לפיד מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,שמואל חיים רוזנבלום,ז,2,רגיל,32,1,31,97%,24,75%,22,69%
168419- אולפנת צביה יצירתית,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,צפורה כהן,ז,2,רגיל,34,1,32,94%,25,74%,16,47%
168419- אולפנת צביה יצירתית,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,צפורה כהן,ז,3,מיוחד,10,1,9,90%,7,70%,7,70%
168419- אולפנת צביה יצירתית,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,צפורה כהן,ז,1,רגיל,27,1,23,85%,13,48%,9,33%
170043- תיכון שחרית,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,רני חזון וייס,ז,3,רגיל,19,1,19,100%,19,100%,19,100%
170043- תיכון שחרית,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,רני חזון וייס,ז,1,רגיל,23,1,23,100%,21,91%,21,91%
170043- תיכון שחרית,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,אריה משה מארק,רני חזון וייס,ז,2,מיוחד,8,1,8,100%,7,88%,7,88%
"170092- קשת ראם ע""ש אליס סליגסברג",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גלית חזיזה קמיניץ,ז,2,רגיל,23,1,21,91%,13,57%,7,30%
"170092- קשת ראם ע""ש אליס סליגסברג",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גלית חזיזה קמיניץ,ז,1,רגיל,23,1,22,96%,8,35%,6,26%
"170092- קשת ראם ע""ש אליס סליגסברג",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גלית חזיזה קמיניץ,ז,4,רגיל,23,1,10,43%,5,22%,3,13%
"170092- קשת ראם ע""ש אליס סליגסברג",ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,גלית חזיזה קמיניץ,ז,3,מיוחד,13,1,1,8%,0,0%,0,0%
170399- חטיב אורט מינקןף,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תמר כספי,ז,1,רגיל,36,1,25,69%,7,19%,7,19%
170399- חטיב אורט מינקןף,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תמר כספי,ז,2,רגיל,31,1,20,65%,5,16%,4,13%
170399- חטיב אורט מינקןף,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תמר כספי,ז,4,רגיל,34,1,23,68%,1,3%,0,0%
170399- חטיב אורט מינקןף,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,תמר כספי,ז,3,רגיל,36,1,23,64%,1,3%,1,3%
170514- אורט פלך בנים ספניאן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,דורון לופז,ז,1,רגיל,23,1,22,96%,14,61%,13,57%
170514- אורט פלך בנים ספניאן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,דורון לופז,ז,2,רגיל,27,1,27,100%,15,56%,13,48%
170514- אורט פלך בנים ספניאן,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,דורון לופז,ז,3,רגיל,26,1,26,100%,4,15%,4,15%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,5,רגיל,36,1,36,100%,35,97%,35,97%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,1,רגיל,33,1,33,100%,32,97%,32,97%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,2,רגיל,30,1,30,100%,29,97%,29,97%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,3,רגיל,26,1,26,100%,24,92%,24,92%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,4,מיוחד,11,1,11,100%,10,91%,10,91%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,7,מיוחד,11,1,11,100%,7,64%,7,64%
170803- עמל תעופה וחלל,מעלה אדומים,ממלכתי,ירושלים,יהודי,ציפי יעקב,יהודית אילוק,ז,6,רגיל,37,1,37,100%,1,3%,1,3%
178137- אמירה בסמא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,שירין סעיד,ז,1,רגיל,23,1,2,9%,1,4%,0,0%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,6,רגיל,30,1,30,100%,29,97%,29,97%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,3,רגיל,32,1,32,100%,29,91%,29,91%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,2,רגיל,28,1,26,93%,25,89%,25,89%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,4,רגיל,30,1,30,100%,26,87%,25,83%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,1,רגיל,26,1,26,100%,21,81%,21,81%
178178- סאחורה מכין בנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אמאל אשקיראת,ז,5,רגיל,24,1,17,71%,14,58%,14,58%
179754- כפר עקב חדש,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אמאני פלאח,ז,2,רגיל,26,1,26,100%,26,100%,25,96%
179754- כפר עקב חדש,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אמאני פלאח,ז,3,רגיל,28,1,28,100%,27,96%,27,96%
179754- כפר עקב חדש,ירושלים,ממלכתי,העיר ירושלים,ערבי,ח'לדון האדיה,אמאני פלאח,ז,1,רגיל,31,1,30,97%,29,94%,29,94%
184010- פריר בית חנינא,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,גורג נבר,ז,4,רגיל,33,1,1,3%,0,0%,0,0%
186395- ראשית,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,שרה אבישי,ז,1,רגיל,28,1,22,79%,17,61%,15,54%
186395- ראשית,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,שרה אבישי,ז,2,רגיל,4,1,1,25%,1,25%,0,0%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,5,רגיל,23,1,23,100%,22,96%,22,96%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,1,רגיל,25,1,22,88%,21,84%,19,76%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,4,רגיל,26,1,26,100%,21,81%,19,73%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,3,רגיל,25,1,25,100%,20,80%,20,80%
186908- אולפנא בני עקיבא נריה,מטה בנימין,ממלכתי דתי,ירושלים,יהודי,תמר אודס,יניב כהן,ז,2,מיוחד,8,1,7,88%,1,13%,1,13%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,4,רגיל,24,1,24,100%,23,96%,18,75%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,2,רגיל,32,1,32,100%,29,91%,26,81%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,1,רגיל,31,1,31,100%,28,90%,23,74%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,3,רגיל,33,1,33,100%,1,3%,1,3%
"192997- חט""ב עיסוויה בנים",ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,חדר עביד,ז,5,רגיל,33,1,1,3%,1,3%,1,3%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,1,רגיל,28,1,28,100%,27,96%,27,96%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,2,רגיל,29,1,29,100%,27,93%,27,93%
193003- מקיף עיסוואיה לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,פאטמה עבידאת,ז,4,רגיל,27,1,2,7%,1,4%,1,4%
193185- אולפנת שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלעד בן אליהו,ז,1,רגיל,32,1,30,94%,26,81%,26,81%
193185- אולפנת שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלעד בן אליהו,ז,3,רגיל,34,1,22,65%,21,62%,21,62%
193185- אולפנת שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלעד בן אליהו,ז,4,מיוחד,10,1,1,10%,1,10%,0,0%
193185- אולפנת שעלי תורה,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אלעד בן אליהו,ז,2,מיוחד,11,1,11,100%,0,0%,0,0%
"198085- חט""ב ראס אל-עמוד",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,סאלח סאלח,ז,1,רגיל,25,1,1,4%,0,0%,0,0%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,1,רגיל,26,1,26,100%,22,85%,17,65%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,3,רגיל,24,1,24,100%,11,46%,6,25%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,2,רגיל,23,1,21,91%,4,17%,4,17%
198192- תיכון צור באהר,ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,היתאם סלאמה,ז,4,רגיל,31,1,29,94%,0,0%,0,0%
237354- תיכון יחד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,ז,1,רגיל,34,1,34,100%,34,100%,34,100%
237354- תיכון יחד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,ז,4,רגיל,34,1,34,100%,34,100%,34,100%
237354- תיכון יחד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,ז,3,רגיל,33,1,33,100%,33,100%,33,100%
237354- תיכון יחד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,שגיב אלבז,ז,2,רגיל,35,1,35,100%,34,97%,33,94%
238121- אולפנת נוגה,מטה יהודה,ממלכתי דתי,ירושלים,יהודי,תמר אודס,מרים לאה קורן,ז,1,רגיל,31,1,31,100%,31,100%,31,100%
238121- אולפנת נוגה,מטה יהודה,ממלכתי דתי,ירושלים,יהודי,תמר אודס,מרים לאה קורן,ז,2,רגיל,30,1,29,97%,29,97%,28,93%
238121- אולפנת נוגה,מטה יהודה,ממלכתי דתי,ירושלים,יהודי,תמר אודס,מרים לאה קורן,ז,4,רגיל,27,1,27,100%,22,81%,20,74%
238121- אולפנת נוגה,מטה יהודה,ממלכתי דתי,ירושלים,יהודי,תמר אודס,מרים לאה קורן,ז,3,רגיל,30,1,26,87%,19,63%,19,63%
239871- סמהר לבנות,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אמאל טחאן,ז,3,רגיל,29,1,17,59%,14,48%,14,48%
246041- אהבת ישראל,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שירה יזדי,סיון דוד,ז,1,רגיל,27,1,23,85%,23,85%,23,85%
267930- אלמוסתקבל אלאהלייה,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,ענאיה אבו סנינה,ז,1,רגיל,29,1,1,3%,0,0%,0,0%
338418- עתיד דביר בנים,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אברהם שושן,ז,1,רגיל,31,1,31,100%,30,97%,30,97%
338418- עתיד דביר בנים,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אברהם שושן,ז,2,רגיל,31,1,31,100%,30,97%,29,94%
338418- עתיד דביר בנים,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אברהם שושן,ז,4,מיוחד,5,1,5,100%,1,20%,1,20%
338418- עתיד דביר בנים,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,אברהם שושן,ז,3,מיוחד,12,1,12,100%,0,0%,0,0%
"338509- חט""ב לבונה",בית אריה,ממלכתי,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,ז,3,רגיל,24,1,24,100%,24,100%,23,96%
"338509- חט""ב לבונה",בית אריה,ממלכתי,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,ז,1,רגיל,22,1,22,100%,22,100%,22,100%
"338509- חט""ב לבונה",בית אריה,ממלכתי,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,ז,2,רגיל,21,1,21,100%,21,100%,21,100%
"338509- חט""ב לבונה",בית אריה,ממלכתי,ירושלים,יהודי,ציפי יעקב,חן בן שמעון,ז,4,מיוחד,9,1,3,33%,3,33%,2,22%
"338616- שש שנתי אמי""ת בנות",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רונית תשובה,ז,1,רגיל,20,1,20,100%,11,55%,10,50%
"338616- שש שנתי אמי""ת בנות",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רונית תשובה,ז,2,רגיל,20,1,20,100%,11,55%,11,55%
"338616- שש שנתי אמי""ת בנות",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רונית תשובה,ז,4,רגיל,27,1,26,96%,5,19%,1,4%
"338616- שש שנתי אמי""ת בנות",מעלה אדומים,ממלכתי דתי,ירושלים,יהודי,יעקב עמר,רונית תשובה,ז,3,מיוחד,10,1,1,10%,0,0%,0,0%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,6,רגיל,37,1,37,100%,37,100%,37,100%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,4,רגיל,36,1,36,100%,36,100%,36,100%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,5,רגיל,35,1,35,100%,35,100%,35,100%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,3,רגיל,30,1,30,100%,30,100%,30,100%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,1,רגיל,29,1,29,100%,29,100%,29,100%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,7,רגיל,29,1,29,100%,29,100%,29,100%
344911- אורט עירוני ד,מודיעין מכבים רעות,ממלכתי,ירושלים,יהודי,ציפי יעקב,צופית חדד,ז,2,מיוחד,9,1,7,78%,3,33%,3,33%
346494- תיכון יד ביד,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,דניאל עמוס דה שליט,ז,1,רגיל,24,1,23,96%,23,96%,23,96%
346494- תיכון יד ביד,ירושלים,ממלכתי,העיר ירושלים,יהודי,דוד נמרוד-סימרוט,דניאל עמוס דה שליט,ז,2,רגיל,28,1,22,79%,21,75%,21,75%
347757- סאדברי ירושלים,ירושלים,ממלכתי,העיר ירושלים,יהודי,אסנת עוזיאל,שחר יצחק גרוסמן,ז,1,רגיל,8,1,1,13%,1,13%,1,13%
353458- יסודי שועפט,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,מופיד אבו גוש,ז,2,רגיל,16,1,1,6%,1,6%,1,6%
353599- אהבת ישראל,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,עמיחי רוזנפלד,ז,2,רגיל,28,1,23,82%,19,68%,17,61%
353599- אהבת ישראל,בית שמש,ממלכתי דתי,ירושלים,יהודי,תמר אודס,עמיחי רוזנפלד,ז,1,רגיל,23,1,19,83%,15,65%,15,65%
"368084- בי""ס ע""י אלאספניול",ירושלים,ממלכתי,העיר ירושלים,ערבי,נגוהה פרחאת,סאלי רפידי,ז,1,רגיל,18,1,1,6%,1,6%,1,6%
417832- חן נריה,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,רוחמה ווגל,ז,1,רגיל,30,1,30,100%,30,100%,30,100%
417832- חן נריה,גוש עציון,ממלכתי דתי,ירושלים,יהודי,יעקב מאיר קושלבסקי,רוחמה ווגל,ז,2,רגיל,32,1,32,100%,30,94%,30,94%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,5,רגיל,32,1,31,97%,30,94%,30,94%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,4,רגיל,31,1,31,100%,27,87%,27,87%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,7,מיוחד,7,1,7,100%,6,86%,6,86%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,2,רגיל,27,1,25,93%,22,81%,22,81%
420018- על יסודי צור הדסה,צור הדסה,ממלכתי,ירושלים,יהודי,ציפי יעקב,דביר קפלן,ז,1,רגיל,30,1,30,100%,4,13%,4,13%
440412- תיכון מקיף אלראזי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אלאא אלעדרה,ז,1,רגיל,45,1,1,2%,1,2%,0,0%
440412- תיכון מקיף אלראזי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אלאא אלעדרה,ז,3,רגיל,9,1,2,22%,0,0%,0,0%
440412- תיכון מקיף אלראזי,ירושלים,ממלכתי,העיר ירושלים,ערבי,ענאן קאסם,אלאא אלעדרה,ז,2,רגיל,39,1,2,5%,0,0%,0,0%
"440784- ראס אלעמוד ע""ס לבנות",ירושלים,ממלכתי,העיר ירושלים,ערבי,רנה ח'לף,אריג' ארנאוט,ז,5,רגיל,24,1,24,100%,21,88%,21,88%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,3,רגיל,32,1,32,100%,32,100%,32,100%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,1,רגיל,30,1,30,100%,30,100%,30,100%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,4,רגיל,29,1,29,100%,29,100%,28,97%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,2,רגיל,29,1,28,97%,28,97%,28,97%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,6,מיוחד,5,1,1,20%,1,20%,1,20%
"442780- אמי""ת בנות מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאת כהן וגשל,ז,5,מיוחד,10,1,1,10%,0,0%,0,0%
442822- ברנקו וייס עין נקובה,מטה יהודה,ממלכתי,ירושלים,ערבי,ציפי יעקב,איהאב אלזיאדנה,ז,3,רגיל,24,1,24,100%,23,96%,22,92%
442822- ברנקו וייס עין נקובה,מטה יהודה,ממלכתי,ירושלים,ערבי,ציפי יעקב,איהאב אלזיאדנה,ז,1,רגיל,27,1,27,100%,25,93%,24,89%
442822- ברנקו וייס עין נקובה,מטה יהודה,ממלכתי,ירושלים,ערבי,ציפי יעקב,איהאב אלזיאדנה,ז,2,רגיל,27,1,25,93%,18,67%,15,56%
442822- ברנקו וייס עין נקובה,מטה יהודה,ממלכתי,ירושלים,ערבי,ציפי יעקב,איהאב אלזיאדנה,ז,4,מיוחד,6,1,2,33%,0,0%,0,0%
442855- הרטמן בנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,מיכל הרטמן,ז,3,רגיל,30,1,30,100%,23,77%,23,77%
442855- הרטמן בנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,מיכל הרטמן,ז,1,רגיל,30,1,30,100%,20,67%,19,63%
442855- הרטמן בנות,ירושלים,ממלכתי דתי,העיר ירושלים,יהודי,שרה טוויל,מיכל הרטמן,ז,2,רגיל,29,1,29,100%,16,55%,15,52%
"450270- אמי""ת בנים מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,ז,4,רגיל,32,1,32,100%,32,100%,32,100%
"450270- אמי""ת בנים מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,ז,1,רגיל,37,1,36,97%,35,95%,35,95%
"450270- אמי""ת בנים מודיעין",מודיעין מכבים רעות,ממלכתי דתי,ירושלים,יהודי,תמר אודס,ליאור שמעון צ'קוטאי,ז,2,רגיל,34,1,32,94%,28,82%,27,79%
